Project Geographic District ,Project Building Identifier,Project School Name,Project Type,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),Valid Row,Overrun Amount,Overrun Percentage,Cost Overrun
3,M191,P.S. 452 - MANHATTAN,SCA CIP,GYM CEILING RESTORATION- PERMANENT FIX,Construction,PNS,,,PNS,720737,720737,1301,DSF0001111845,FALSE,,,
3,M191,P.S. 452 - MANHATTAN,SCA CIP,GYM CEILING RESTORATION- PERMANENT FIX,"CM,F&E",PNS,,,PNS,133585,133585,10273,DSF0001111845,FALSE,,,
3,M191,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY19 RESO A PLAYGROUND,Scope,Complete,12/20/2018,3/25/2019,8/7/2019,0,27407,27407,DSF0000890836,FALSE,,,
3,M191,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY19 RESO A PLAYGROUND,Design,Complete,8/10/2021,12/28/2021,1/18/2022,84113,78796,78796,DSF0000890836,TRUE,-5317,-6.321258307,0
3,M191,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY19 RESO A PLAYGROUND,Construction,In-Progress,10/31/2022,7/27/2023,,1233650,1170177,1050727,DSF0000890836,TRUE,-182923,-14.82778746,0
3,M191,P.S. 452 - MANHATTAN,SCA CIP RESOA,FY19 RESO A PLAYGROUND,"CM,F&E",In-Progress,10/31/2022,7/27/2023,,84113,104299,61454,DSF0000890836,TRUE,-22659,-26.93876095,0
3,M191,P.S. 452 - MANHATTAN,SCA IEH,PO18-ABATE AND REPAIR AIRCELL PIPE INSUALTION IN OIL TANK APPROX. 120LF,Construction,Complete,2/15/2024,,3/16/2024,,21490,1341,SCA0000072739,FALSE,,,
3,M191,P.S. 452 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/22/2024,,6/13/2024,,100000,100000,DSF0001033704,FALSE,,,
3,M191,P.S. 452 - MANHATTAN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,340000,0,DSF0001035716,FALSE,,,
3,M191,P.S. 452 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,9/30/2022,,,,90450,0,DSF0001009104,FALSE,,,
3,M199,P.S. 199 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,7/18/2023,11/16/2023,7/26/2023,4400,2453,2453,DSF0001035049,TRUE,-1947,-44.25,0
3,M199,P.S. 199 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/26/2023,1/24/2024,11/1/2023,19800,9815,9815,DSF0001035049,TRUE,-9985,-50.42929293,0
3,M199,P.S. 199 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,2/28/2024,12/23/2024,,255200,227463,2163,DSF0001035049,TRUE,-253037,-99.15242947,0
3,M199,P.S. 199 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,2/28/2024,12/23/2024,,51564,32635,8875,DSF0001035049,TRUE,-42689,-82.78837949,0
3,M199,P.S. 199 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,10/30/2023,,1/26/2024,,56000,55802,DSF0001035325,FALSE,,,
3,M199,P.S. 199 - MANHATTAN,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,2/26/2021,,,,210783,0,DSF0000913332,FALSE,,,
3,M199,P.S. 199 - MANHATTAN,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,107298,0,DSF0001033188,FALSE,,,
3,M199,P.S. 199 - MANHATTAN,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,PNS,,,PNS,,300000,0,DSF0001035727,FALSE,,,
3,M199,P.S. 199 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,9/14/2022,,,,89313,0,DSF0001009105,FALSE,,,
3,M199,P.S. 199 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,3/25/2024,,4/1/2024,,65832,15527,DSF0001084248,FALSE,,,
3,M199,P.S. 199 - MANHATTAN,DOE - Skilled Trades,WATER MAIN REPLACEMENT,Construction,In-Progress,9/4/2023,,,,175407,0,DSF0001085614,FALSE,,,
3,M207,P.S. 149 - MANHATTAN,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,,,PNS,,100000,0,DSF0001086268,FALSE,,,
3,M208,M226 SPED - MANHATTAN,Other DOE,CHARTER MATCH TECHNOLOGY & LAPTOP CARTS,,Complete,1/15/2022,,7/14/2022,0,77629,72425,DSF0001034487,FALSE,,,
3,M342,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS - MANHATTAN,SCA Furniture & Equipment,FY22 RESO A MOBILE STEM LAB,F&E,PNS,,,PNS,100000,100000,0,DSF0001033186,FALSE,,,
3,M342,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,50000,0,DSF0001033672,FALSE,,,
3,M342,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS - MANHATTAN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,250000,0,DSF0001086278,FALSE,,,
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP,HVAC (BMS) WORK / BACKFLOW PREVENTER & WATER METER,Scope,Complete,5/20/2013,9/20/2013,11/4/2013,49058,58427,48452,"DSF0000764431, DSF0000764420",TRUE,-606,-1.235272535,0
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP,HVAC (BMS) WORK / BACKFLOW PREVENTER & WATER METER,Design,Complete,11/13/2013,5/15/2014,10/27/2014,189433,210497,207760,"DSF0000764431, DSF0000764420",TRUE,18327,9.674660698,1
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP,HVAC (BMS) WORK / BACKFLOW PREVENTER & WATER METER,Construction,In-Progress,8/14/2018,10/7/2019,,2941946,3553475,3438837,"DSF0000764431, DSF0000764420",TRUE,496891,16.88987493,1
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP,HVAC (BMS) WORK / BACKFLOW PREVENTER & WATER METER,"CM,F&E",In-Progress,8/14/2018,10/7/2019,,317281,712592,710274,"DSF0000764431, DSF0000764420",TRUE,392993,123.8627589,1
3,M470,INNOVATION DIPLOMA PLUS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM / VENTILATION / CLIMATE CONTROL,Scope,Complete,2/14/2020,5/14/2020,9/23/2021,112212,104330,99442,"DSF0000945296, DSF0001019706, DSF0001019693",TRUE,-12770,-11.38024454,0
3,M470,INNOVATION DIPLOMA PLUS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM / VENTILATION / CLIMATE CONTROL,Design,Complete,10/13/2021,4/19/2022,7/11/2022,561061,575580,326622,"DSF0000945296, DSF0001019706, DSF0001019693",TRUE,-234439,-41.78493961,0
3,M470,INNOVATION DIPLOMA PLUS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM / VENTILATION / CLIMATE CONTROL,Construction,In-Progress,5/15/2023,5/13/2025,,12623864,11522246,3776068,"DSF0000945296, DSF0001019706, DSF0001019693",TRUE,-8847796,-70.08785899,0
3,M470,INNOVATION DIPLOMA PLUS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM / VENTILATION / CLIMATE CONTROL,"CM,F&E",In-Progress,5/15/2023,5/13/2025,,786541,170756,170528,"DSF0000945296, DSF0001019706, DSF0001019693",TRUE,-616013,-78.31924846,0
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,Complete,6/23/2017,9/25/2017,10/10/2017,0,12421,12421,DSF0000844926,FALSE,,,
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Design,Complete,1/31/2018,6/18/2018,5/21/2018,41220,39827,39615,DSF0000844926,TRUE,-1605,-3.893740902,0
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,In-Progress,7/9/2018,4/4/2019,,604563,613632,544822,DSF0000844926,TRUE,-59741,-9.881683133,0
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,"CM,F&E",In-Progress,7/9/2018,4/4/2019,,41763,90810,88837,DSF0000844926,TRUE,47074,112.7169983,1
3,M470,FRANK MCCOURT HS- MANHATTAN,SCA Emergency Response,EMERGENCY TEMPORARY FUEL TANK @ M470,Construction,In-Progress,10/2/2023,,,,461206,341767,SCA0000072189,FALSE,,,
3,M470,FRANK MCCOURT HS- MANHATTAN,Fast Track Projects,PATH OF TRAVEL CTF ROOM CONVERSION,Construction,In-Progress,9/6/2023,,,,251878,29369,DSF0001083826,FALSE,,,
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,Fast Track Projects,CTF ROOM CONVERSION,Construction,Complete,4/1/2023,,12/29/2023,,706545,617858,DSF0001083683,FALSE,,,
3,M470,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,In-Progress,11/10/2022,,,,288329,0,DSF0001034940,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,STAIRWELL WALLS,Scope,Complete,5/25/2023,9/25/2023,9/21/2023,31036,35917,35917,DSF0001085138,TRUE,4881,15.7268978,1
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,STAIRWELL WALLS,Design,Complete,10/2/2023,3/7/2024,5/10/2024,155181,112480,98958,DSF0001085138,TRUE,-56223,-36.23059524,0
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,STAIRWELL WALLS,Construction,PNS,,,PNS,3491582,3491582,18349,DSF0001085138,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,STAIRWELL WALLS,"CM,F&E",PNS,,,PNS,217254,217254,23969,DSF0001085138,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES / FIRE SPRINKLER SYSTEM,Scope,Complete,5/18/2020,1/29/2021,8/11/2020,29299,55817,55817,"DSF0000890566, DSF0000945398",TRUE,26518,90.50820847,1
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES / FIRE SPRINKLER SYSTEM,Design,Complete,8/19/2020,7/28/2021,7/28/2021,137177,209803,209803,"DSF0000890566, DSF0000945398",TRUE,72626,52.94327766,1
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES / FIRE SPRINKLER SYSTEM,Construction,In-Progress,7/21/2022,1/11/2024,,2280149,2108465,1932746,"DSF0000890566, DSF0000945398",TRUE,-347403,-15.235978,0
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES / FIRE SPRINKLER SYSTEM,"CM,F&E",In-Progress,7/21/2022,1/11/2024,,275011,300278,300278,"DSF0000890566, DSF0000945398",TRUE,25267,9.187632495,1
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY15 RESO A TECHNICAL THEATER SHOP,Scope,Complete,5/14/2015,9/14/2015,12/23/2015,0,148739,129540,DSF0000800083,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY15 RESO A TECHNICAL THEATER SHOP,Design,Complete,7/28/2016,3/28/2017,9/19/2018,285834,798262,642278,DSF0000800083,TRUE,356444,124.7031494,1
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY15 RESO A TECHNICAL THEATER SHOP,Construction,In-Progress,6/10/2022,12/1/2023,,4192225,2598515,2550929,DSF0000800083,TRUE,-1641296,-39.15095206,0
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY15 RESO A TECHNICAL THEATER SHOP,"CM,F&E",In-Progress,6/10/2022,12/1/2023,,328255,602566,489302,DSF0000800083,TRUE,161047,49.06155276,1
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Scope,In-Progress,11/30/2023,4/3/2024,,0,15366,810,DSF0001086303,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Design,PNS,,,PNS,45000,29634,3239,DSF0001086303,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,660000,660000,0,DSF0001086303,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,,,PNS,45000,45000,629,DSF0001086303,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,PNS,,,PNS,0,0,0,DSF0001087045,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,PNS,,,PNS,0,0,0,DSF0001087045,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,0,0,0,DSF0001087045,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,,,PNS,0,0,0,DSF0001087045,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,DOE - Skilled Trades,AIR HANDLING UNIT REPLACEMENT,Construction,In-Progress,9/7/2022,,,,254071,563318,DSF0001036309,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2/27/2024,,,,814967,0,DSF0001085744,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,DOE - Skilled Trades,HOT WATER HEATER SYSTEM REPLACEMENT,Construction,In-Progress,12/11/2023,,,,94271,0,DSF0001070541,FALSE,,,
3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,DOE - Skilled Trades,COOLING TOWER FILL REPLACEMENT,Construction,In-Progress,5/16/2024,,,,121500,0,DSF0001111868,FALSE,,,
3,M490,SCHOOL SAFETY - MANHATTAN,SCA CIP,CAFETERIA UPGRADE / AHU REPLACEMENT,Scope,Complete,5/4/2021,9/2/2021,11/16/2021,89950,69742,69742,"DSF0001008857, DSF0001019856",TRUE,-20208,-22.46581434,0
3,M490,SCHOOL SAFETY - MANHATTAN,SCA CIP,CAFETERIA UPGRADE / AHU REPLACEMENT,Design,Complete,12/1/2021,4/19/2022,10/7/2022,449750,397204,306943,"DSF0001008857, DSF0001019856",TRUE,-142807,-31.75252918,0
3,M490,SCHOOL SAFETY - MANHATTAN,SCA CIP,CAFETERIA UPGRADE / AHU REPLACEMENT,Construction,In-Progress,8/7/2023,2/6/2026,,10119375,9145812,1918648,"DSF0001008857, DSF0001019856",TRUE,-8200727,-81.03985671,0
3,M490,SCHOOL SAFETY - MANHATTAN,SCA CIP,CAFETERIA UPGRADE / AHU REPLACEMENT,"CM,F&E",In-Progress,8/7/2023,2/6/2026,,629650,126344,120799,"DSF0001008857, DSF0001019856",TRUE,-508851,-80.81489717,0
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,AUDITORIUM FIRE SAFETY SYSTEM UPGRADE,Scope,Complete,6/8/2022,9/7/2022,8/30/2022,14950,21866,21866,DSF0001034924,TRUE,6916,46.26086957,1
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,AUDITORIUM FIRE SAFETY SYSTEM UPGRADE,Design,Complete,9/12/2022,3/20/2023,4/21/2023,74750,113152,11288,DSF0001034924,TRUE,-63462,-84.89899666,0
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,AUDITORIUM FIRE SAFETY SYSTEM UPGRADE,Construction,In-Progress,4/18/2024,10/9/2025,,1681875,1666592,133147,DSF0001034924,TRUE,-1548728,-92.0834188,0
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,AUDITORIUM FIRE SAFETY SYSTEM UPGRADE,"CM,F&E",In-Progress,4/18/2024,10/9/2025,,104650,75823,46938,DSF0001034924,TRUE,-57712,-55.14763497,0
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,SWIMMING POOL,Scope,Complete,6/14/2023,12/12/2023,12/6/2023,,75671,75671,DSF0001070582,FALSE,,,
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,SWIMMING POOL,Design,In-Progress,12/26/2023,7/1/2024,,,238319,124774,DSF0001070582,FALSE,,,
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,SWIMMING POOL,Construction,PNS,,,PNS,,68925,4973,DSF0001070582,FALSE,,,
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,SWIMMING POOL,"CM,F&E",PNS,,,PNS,0,36221,36221,DSF0001070582,FALSE,,,
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,PATH OF TRAVEL SWIMMING POOL,Scope,Complete,12/5/2023,3/8/2024,3/15/2024,1527,531,531,DSF0001111814,TRUE,-996,-65.2259332,0
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,PATH OF TRAVEL SWIMMING POOL,Design,In-Progress,4/3/2024,8/6/2024,,6871,6871,2123,DSF0001111814,TRUE,-4748,-69.102023,0
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,PATH OF TRAVEL SWIMMING POOL,Construction,PNS,,,PNS,88557,88557,0,DSF0001111814,FALSE,,,
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA CIP,PATH OF TRAVEL SWIMMING POOL,"CM,F&E",PNS,,,PNS,16414,16414,1587,DSF0001111814,FALSE,,,
3,M490,HS FOR ARTS & TECHNOLOGY - M,SCA IEH,PO18-ABATE STEAM LINE INSULATION (PAINT RED) BASEMENT,Construction,Complete,9/29/2023,,1/13/2024,,25580,19580,SCA0000072360,FALSE,,,
3,M490,P.S. 859 - MANHATTAN,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,PNS,,,PNS,50000,50000,0,DSF0001035768,FALSE,,,
3,M490,THE MAXINE GREEN HIGH SCHOOL FOR  IMAGINATIVE INQUIRY - M,Fast Track Projects,FY20 RESO A INTERIOR SPACES,Construction,In-Progress,7/7/2022,,,,190034,182606,DSF0000913097,FALSE,,,
3,M490,P.S. 859 - MANHATTAN,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,,,,116665,0,DSF0000960055,FALSE,,,
3,M490,HUNTER SCIENCE HS - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,50000,0,DSF0001033718,FALSE,,,
3,M490,P.S. 859 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,10/4/2023,,1/2/2024,,75000,75000,DSF0001035227,FALSE,,,
3,M490,HS FOR ARTS & TECHNOLOGY - M,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,193000,0,DSF0001086307,FALSE,,,
3,M490,P.S. 859 - MANHATTAN,DOE - RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,,,PNS,,88818,0,DSF0000844211,FALSE,,,
3,M490,P.S. 859 - MANHATTAN,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,312863,0,DSF0000961291,FALSE,,,
3,M490,P.S. 859 - MANHATTAN,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/15/2024,,,,389752,0,DSF0001033249,FALSE,,,
3,M490,SCHOOL SAFETY - MANHATTAN,DOE - Skilled Trades,INTERIOR SPACES,Construction,In-Progress,11/1/2020,,,,663032,0,DSF0000994249,FALSE,,,
3,M490,SCHOOL SAFETY - MANHATTAN,DOE - Skilled Trades,LIGHTING UPGRADE,Construction,In-Progress,3/12/2021,,,,145591,0,DSF0001008734,FALSE,,,
3,M490,SCHOOL SAFETY - MANHATTAN,DOE - Skilled Trades,INTERIOR SPACES,Construction,In-Progress,3/29/2021,,,,302521,0,DSF0001008737,FALSE,,,
3,M490,SCHOOL BASED HEALTH CENTER - MANHATTAN,DOE - Skilled Trades,STUDENT BATHROOM UPGRADE,Construction,In-Progress,7/2/2021,,,,620614,0,DSF0001008823,FALSE,,,
3,M490,HS FOR ARTS & TECHNOLOGY - M,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,6/10/2024,,,,65832,0,DSF0001084964,FALSE,,,
3,M506,EDWARD A. REYNOLDS WEST SIDE HS-M,DIIT - IPDVS,DIIT IPDVS SERVER REFRESH,Purch & Install,Complete,11/22/2022,,1/17/2023,,50000,37359,DSF0001034779,FALSE,,,
3,M506,EDWARD A. REYNOLDS WEST SIDE HS-M,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,6/15/2021,,,,278403,0,DSF0000865898,FALSE,,,
3,M506,EDWARD A. REYNOLDS WEST SIDE HS-M,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,8/6/2022,,,,85598,0,DSF0001009117,FALSE,,,
3,M506,EDWARD A. REYNOLDS WEST SIDE HS-M,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,4/21/2023,,,,326168,0,DSF0001035126,FALSE,,,
3,M506,EDWARD A. REYNOLDS WEST SIDE HS-M,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,4/22/2024,,,,50832,0,DSF0001084967,FALSE,,,
3,M514,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,Scope,Complete,7/29/2021,9/16/2021,9/16/2021,331100,221828,221828,DSF0001009268,TRUE,-109272,-33.00271821,0
3,M514,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,Design,Complete,9/17/2021,12/20/2021,5/4/2022,1489950,621280,574481,DSF0001009268,TRUE,-915469,-61.44293433,0
3,M514,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,Construction,In-Progress,6/13/2022,9/3/2023,,18789925,19074673,17571660,DSF0001009268,TRUE,-1218265,-6.483607572,0
3,M514,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,"CM,F&E",In-Progress,6/13/2022,9/3/2023,,2648800,877415,1580655,DSF0001009268,TRUE,-1068145,-40.32561915,0
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY18 RESO A MEDIA CENTER UPGRADE,Scope,Complete,4/24/2018,8/23/2018,8/20/2018,0,11728,11728,DSF0000866559,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY18 RESO A MEDIA CENTER UPGRADE,Design,PNS,,,PNS,42760,31032,1837,DSF0000866559,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY18 RESO A MEDIA CENTER UPGRADE,Construction,PNS,,,PNS,627151,861361,1402,DSF0000866559,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY18 RESO A MEDIA CENTER UPGRADE,"CM,F&E",PNS,,,PNS,42760,58729,3321,DSF0000866559,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Scope,Complete,2/1/2023,6/1/2023,2/6/2023,0,2602,2602,DSF0000822325,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,2/6/2023,8/2/2023,5/3/2023,20138,10409,10409,DSF0000822325,TRUE,-9729,-48.31164962,0
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Construction,In-Progress,12/8/2023,12/6/2024,,295351,208878,2745,DSF0000822325,TRUE,-292606,-99.07059736,0
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,12/8/2023,12/6/2024,,20138,23546,3786,DSF0000822325,TRUE,-16352,-81.19972192,0
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,In-Progress,6/30/2021,,,,50000,0,DSF0000867494,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,7/10/2020,,,,100000,0,DSF0000889866,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,7/10/2020,,,,50000,0,DSF0000890190,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,2/17/2022,,,,111666,0,DSF0000913651,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY20 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,,,,40000,0,DSF0000960898,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,,,,153995,0,DSF0001008144,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,50000,0,DSF0001033682,FALSE,,,
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/11/2023,,6/13/2023,,54175,54175,DSF0001035779,FALSE,,,
