Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),Valid Row,Overrun Amount,Overrun Percentage,Cost Overrun
7,X027,P.S. 277 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Construction,In-Progress,2019-07-22,2021-01-11,,7898289.0,8460103.0,7245150.0,"DSF0000883791, DSF0000883792, DSF0000883793",True,-653139.0,-8.269373278187214,0.0
7,X027,P.S. 277 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,"CM,F&E",In-Progress,2019-07-22,2021-01-11,,628661.0,999643.0,967053.0,"DSF0000883791, DSF0000883792, DSF0000883793",True,338392.0,53.82742050166942,1.0
7,X027,P.S. 277 - BRONX,SCA CIP,COVID VENTILATION,Scope,Complete,2020-12-22,2021-04-22,11/23/2021,76950.0,105435.0,105435.0,DSF0001001489,True,28485.0,37.01754385964912,1.0
7,X027,P.S. 277 - BRONX,SCA CIP,COVID VENTILATION,Design,Complete,2021-11-29,2022-05-23,8/16/2022,384750.0,373947.0,299686.0,DSF0001001489,True,-85064.0,-22.108901884340483,0.0
7,X027,P.S. 277 - BRONX,SCA CIP,COVID VENTILATION,Construction,In-Progress,2023-04-10,2025-03-09,,8656875.0,8880698.0,3065971.0,DSF0001001489,True,-5590904.0,-64.58339758862176,0.0
7,X027,P.S. 277 - BRONX,SCA CIP,COVID VENTILATION,"CM,F&E",In-Progress,2023-04-10,2025-03-09,,538650.0,313783.0,303070.0,DSF0001001489,True,-235580.0,-43.73526408614128,0.0
7,X027,P.S. 277 - BRONX,SCA CIP,RETAINING WALL,Scope,Complete,2022-02-23,2022-05-23,3/29/2022,8577.0,0.0,0.0,DSF0001028608,False,,,
7,X027,P.S. 277 - BRONX,SCA CIP,RETAINING WALL,Design,Complete,2022-03-29,2022-03-29,3/29/2022,38597.0,0.0,0.0,DSF0001028608,False,,,
7,X027,P.S. 277 - BRONX,SCA CIP,RETAINING WALL,Construction,PNS,,,PNS,497468.0,1058061.0,780095.0,DSF0001028608,False,,,
7,X027,P.S. 277 - BRONX,SCA CIP,RETAINING WALL,"CM,F&E",PNS,,,PNS,92203.0,92203.0,21688.0,DSF0001028608,False,,,
7,X027,P.S. 277 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,2020-08-18,2020-12-18,8/21/2020,5200.0,3511.0,3511.0,DSF0000960792,True,-1689.0,-32.480769230769226,0.0
7,X027,P.S. 277 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,2020-08-21,2021-02-17,5/26/2021,23400.0,14044.0,14044.0,DSF0000960792,True,-9356.0,-39.98290598290598,0.0
7,X027,P.S. 277 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,2022-06-29,2023-04-24,,301600.0,272834.0,240608.0,DSF0000960792,True,-60992.0,-20.222811671087534,0.0
7,X027,P.S. 277 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,2022-06-29,2023-04-24,,187128.0,177481.0,175913.0,DSF0000960792,True,-11215.0,-5.993223889530161,0.0
7,X027,P.S. 277 - BRONX,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,2021-09-29,,,,48013.0,47081.0,DSF0000961566,False,,,
7,X027,P.S. 277 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,100000.0,0.0,DSF0001033399,False,,,
7,X027,P469 - THE BRONX SCHOOL FOR CONTINUOUS LEARNERS - BRONX,DOE - RESOA,FY22 RESO A ROOM CONVERSION,Construction,In-Progress,2023-07-20,,,,129994.0,0.0,DSF0001034136,False,,,
7,X027,P.S. 277 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2023-10-26,,2/27/2024,,65832.0,,DSF0001084480,False,,,
7,X029,P.S. 29 - BRONX,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2021-03-14,,3/26/2024,,125000.0,84999.0,DSF0000914164,False,,,
7,X029,P.S. 29 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2023-11-27,,3/26/2024,,300000.0,399030.0,DSF0001034028,False,,,
7,X029,P.S. 29 - BRONX,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,,,PNS,,175000.0,0.0,DSF0001086702,False,,,
7,X029,P.S. 29 - BRONX,DOE - Skilled Trades,ACE BOILER BURNER CONVERSION,Construction,In-Progress,2022-08-08,,,,2261921.0,0.0,DSF0000912466,False,,,
7,X029,P.S. 29 - BRONX,DOE - Skilled Trades,AUDITORIUM LIGHTING UPGRADE,Construction,Complete,2024-02-12,,2/13/2024,,62083.0,62083.0,DSF0001107357,False,,,
7,X030,P.S. 30 - BRONX,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,Scope,Complete,2021-06-04,2021-10-20,12/7/2021,96300.0,137083.0,137083.0,"DSF0001028656, DSF0001028654, DSF0001028655",True,40783.0,42.34994807892004,1.0
7,X030,P.S. 30 - BRONX,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,Design,Complete,2021-12-08,2022-05-11,5/12/2022,481500.0,421066.0,389594.0,"DSF0001028656, DSF0001028654, DSF0001028655",True,-91906.0,-19.08743509865005,0.0
7,X030,P.S. 30 - BRONX,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,Construction,In-Progress,2022-08-15,2024-08-13,,10833750.0,9951688.0,4708802.0,"DSF0001028656, DSF0001028654, DSF0001028655",True,-6124948.0,-56.53580708434291,0.0
7,X030,P.S. 30 - BRONX,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,"CM,F&E",In-Progress,2022-08-15,2024-08-13,,675329.0,374249.0,363507.0,"DSF0001028656, DSF0001028654, DSF0001028655",True,-311822.0,-46.17334662068414,0.0
7,X030,P.S. 30 - BRONX,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,2017-04-04,,,,224159.0,0.0,DSF0000794103,False,,,
7,X030,P.S. 30 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,2024-06-26,,,,65832.0,0.0,DSF0001085048,False,,,
7,X040,P.S. 179 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,150000.0,0.0,DSF0001033381,False,,,
7,X040,YOUNG LEADERS ELEM - BRONX,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,300000.0,0.0,DSF0001036190,False,,,
7,X040,YOUNG LEADERS ELEM - BRONX,DOE - RESOA,FY20 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,2021-11-01,,,,19410.0,0.0,DSF0000913482,False,,,
7,X040,P.S. 179 - BRONX,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,2022-03-04,,,,206922.0,0.0,DSF0001008720,False,,,
7,X040,P.S. 179 - BRONX,DOE - Skilled Trades,FACILITY ENHANCEMENT,Construction,In-Progress,2024-05-27,,,,893681.0,0.0,DSF0001112157,False,,,
7,X043,P.S. 43 - BRONX,SCA CIP,WATER PENETRATION / BOILER REPLACEMENT / REINFORCING SUPPORT ELEMENTS / EXTERIOR MASONRY / CLIMATE CONTROL / DOMESTIC PIPING,Scope,Complete,2015-10-27,2017-02-16,2/27/2017,331508.0,460376.0,452076.0,"DSF0000817455, DSF0000839445, DSF0000861382, DSF0000861385, DSF0000861379, DSF0000861387",True,120568.0,36.3695597089663,1.0
7,X043,P.S. 43 - BRONX,SCA CIP,WATER PENETRATION / BOILER REPLACEMENT / REINFORCING SUPPORT ELEMENTS / EXTERIOR MASONRY / CLIMATE CONTROL / DOMESTIC PIPING,Design,Complete,2017-04-26,2017-09-26,4/20/2018,1318825.0,1452794.0,1058600.0,"DSF0000817455, DSF0000839445, DSF0000861382, DSF0000861385, DSF0000861379, DSF0000861387",True,-260225.0,-19.731579246677914,0.0
7,X043,P.S. 43 - BRONX,SCA CIP,WATER PENETRATION / BOILER REPLACEMENT / REINFORCING SUPPORT ELEMENTS / EXTERIOR MASONRY / CLIMATE CONTROL / DOMESTIC PIPING,Construction,In-Progress,2018-07-09,2020-09-05,,24081321.0,30100790.0,22852400.0,"DSF0000817455, DSF0000839445, DSF0000861382, DSF0000861385, DSF0000861379, DSF0000861387",True,-1228921.0,-5.10321256877893,0.0
7,X043,P.S. 43 - BRONX,SCA CIP,WATER PENETRATION / BOILER REPLACEMENT / REINFORCING SUPPORT ELEMENTS / EXTERIOR MASONRY / CLIMATE CONTROL / DOMESTIC PIPING,"CM,F&E",In-Progress,2018-07-09,2020-09-05,,1682970.0,3400979.0,3128908.0,"DSF0000817455, DSF0000839445, DSF0000861382, DSF0000861385, DSF0000861379, DSF0000861387",True,1445938.0,85.91585114410833,1.0
7,X043,P.S. 43 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2022-04-29,2022-08-29,8/25/2022,4663.0,7401.0,7401.0,DSF0001034638,True,2738.0,58.71756380012867,1.0
7,X043,P.S. 43 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2022-08-25,2023-02-24,2/15/2023,20982.0,29602.0,29602.0,DSF0001034638,True,8620.0,41.082832904394245,1.0
7,X043,P.S. 43 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,2023-06-05,2024-06-03,,270432.0,247372.0,199626.0,DSF0001034638,True,-70806.0,-26.182552360667376,0.0
7,X043,P.S. 43 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,2023-06-05,2024-06-03,,174742.0,149377.0,109201.0,DSF0001034638,True,-65541.0,-37.507296471369216,0.0
7,X043,P.S. 43 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / ROOFS,Scope,Complete,2019-05-29,2021-08-19,7/12/2021,170880.0,149317.0,139319.0,"DSF0000912340, DSF0001001702",True,-31561.0,-18.469686329588015,0.0
7,X043,P.S. 43 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / ROOFS,Design,Complete,2021-10-20,2022-04-11,3/20/2023,854400.0,436276.0,390429.0,"DSF0000912340, DSF0001001702",True,-463971.0,-54.30372191011236,0.0
7,X043,P.S. 43 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / ROOFS,Construction,In-Progress,2023-08-14,2025-08-02,,19224000.0,17784873.0,816481.0,"DSF0000912340, DSF0001001702",True,-18407519.0,-95.752803786933,0.0
7,X043,P.S. 43 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / ROOFS,"CM,F&E",In-Progress,2023-08-14,2025-08-02,,1196160.0,218835.0,213197.0,"DSF0000912340, DSF0001001702",True,-982963.0,-82.17654828785447,0.0
7,X043,X017 SPED - BRONX,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,PNS,,,PNS,50000.0,50000.0,0.0,DSF0001036193,False,,,
7,X043,P.S. 43 - BRONX,Fast Track Projects,FY20 RESO A LIBRARY UPGRADE,Construction,In-Progress,2023-08-31,,,,251835.0,127282.0,DSF0000913161,False,,,
7,X043,X017 SPED - BRONX,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2023-12-20,,5/9/2024,,100000.0,100000.0,DSF0001035274,False,,,
7,X043,X017 SPED - BRONX,DOE - RESOA,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,In-Progress,2023-04-04,,,,190341.0,0.0,DSF0000890720,False,,,
7,X043,P.S. 43 - BRONX,DOE - RESOA,FY20 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,2021-11-01,,,,29020.0,0.0,DSF0000913484,False,,,
7,X043,X017 SPED - BRONX,DOE - RESOA,FY20 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,2023-07-20,,,,303494.0,0.0,DSF0000913485,False,,,
7,X049,P.S. 49 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,2021-03-23,2021-08-05,1/27/2022,161224.0,146195.0,146195.0,"DSF0000961145, DSF0001028945",True,-15029.0,-9.321813129558874,0.0
7,X049,P.S. 49 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,2022-05-27,2022-12-01,5/12/2023,801894.0,671631.0,572618.0,"DSF0000961145, DSF0001028945",True,-229276.0,-28.59180889244713,0.0
7,X049,P.S. 49 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,2023-07-10,2025-08-07,,17677282.0,16068658.0,1039587.0,"DSF0000961145, DSF0001028945",True,-16637695.0,-94.1190789398506,0.0
7,X049,P.S. 49 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,2023-07-10,2025-08-07,,1160238.0,294408.0,286275.0,"DSF0000961145, DSF0001028945",True,-873963.0,-75.32618307623092,0.0
7,X049,P.S. 49 - BRONX,SCA IEH,PO18-REMOVE ASBESTOS CONTAMINATED BASEBOARD AND MASTIC IN ALL BASEBORADS AROUND  ROOM # 142.. APPROX,Construction,In-Progress,2024-05-31,,,,203.0,203.0,SCA0000073045,False,,,
7,X049,P.S. 49 - BRONX,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,2023-10-30,,,,8127.0,0.0,DSF0001036194,False,,,
7,X049,P.S. 49 - BRONX,DOE - RESOA,RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,188000.0,0.0,DSF0001085188,False,,,
7,X049,P.S. 49 - BRONX,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,,,PNS,,175000.0,0.0,DSF0001086708,False,,,
7,X049,P.S. 49 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2024-05-28,,6/12/2024,,65832.0,,DSF0001084494,False,,,
7,X065,P.S. 65 - BRONX,SCA CIP,COVID VENTILATION,Scope,Complete,2020-08-05,2020-12-04,7/2/2021,44200.0,22516.0,20065.0,DSF0000961082,True,-24135.0,-54.60407239819004,0.0
7,X065,P.S. 65 - BRONX,SCA CIP,COVID VENTILATION,Design,Complete,2021-07-07,2021-12-08,12/22/2021,221000.0,71180.0,52831.0,DSF0000961082,True,-168169.0,-76.09457013574661,0.0
7,X065,P.S. 65 - BRONX,SCA CIP,COVID VENTILATION,Construction,PNS,,,PNS,4972500.0,4972500.0,403633.0,DSF0000961082,False,,,
7,X065,P.S. 65 - BRONX,SCA CIP,COVID VENTILATION,"CM,F&E",PNS,,,PNS,309400.0,309400.0,43971.0,DSF0000961082,False,,,
7,X065,P.S. 65 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2023-11-14,,3/4/2024,,65832.0,,DSF0001084506,False,,,
7,X065,P.S. 65 - BRONX,DOE - Skilled Trades,FACILITY ENHANCEMENT,Construction,In-Progress,2024-04-02,,,,346372.0,0.0,DSF0001112159,False,,,
7,X139,I.S. 224 - BRONX,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,Scope,Complete,2018-11-21,2019-04-10,1/24/2019,45877.0,26691.0,26691.0,"DSF0000885710, DSF0000885711, DSF0000885712",True,-19186.0,-41.820520086317764,0.0
7,X139,I.S. 224 - BRONX,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,Design,Complete,2019-01-24,2019-06-25,5/16/2019,176861.0,138600.0,124475.0,"DSF0000885710, DSF0000885711, DSF0000885712",True,-52386.0,-29.61987097211935,0.0
7,X139,I.S. 224 - BRONX,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,Construction,Complete,2021-07-19,2022-10-11,9/15/2023,2719827.0,2500204.0,2352058.0,"DSF0000885710, DSF0000885711, DSF0000885712",True,-367769.0,-13.521779142570464,0.0
7,X139,I.S. 224 - BRONX,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,"CM,F&E",Complete,2021-07-19,2022-10-11,9/15/2023,300464.0,451829.0,440213.0,"DSF0000885710, DSF0000885711, DSF0000885712",True,139749.0,46.51106288939773,1.0
7,X139,I.S. 224 - BRONX,SCA CIP RESOA,RESO A MOBILE SCIENCE LAB,Scope,PNS,,,PNS,0.0,0.0,0.0,DSF0001111749,False,,,
7,X139,I.S. 224 - BRONX,SCA CIP RESOA,RESO A MOBILE SCIENCE LAB,Design,PNS,,,PNS,0.0,0.0,0.0,DSF0001111749,False,,,
7,X139,I.S. 224 - BRONX,SCA CIP RESOA,RESO A MOBILE SCIENCE LAB,Construction,PNS,,,PNS,0.0,0.0,0.0,DSF0001111749,False,,,
7,X139,I.S. 224 - BRONX,SCA CIP RESOA,RESO A MOBILE SCIENCE LAB,"CM,F&E",PNS,,,PNS,0.0,0.0,0.0,DSF0001111749,False,,,
7,X139,I.S. 224 - BRONX,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,288000.0,0.0,DSF0001086767,False,,,
7,X139,I.S. 343 - BRONX,DOE - RESOA,FY20 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,2023-07-12,,,,235275.0,0.0,DSF0000913167,False,,,
7,X139,I.S. 343 - BRONX,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,2023-06-22,,,,237455.0,0.0,DSF0001036251,False,,,
7,X139,I.S. 224 - BRONX,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2024-06-11,,,,668496.0,0.0,DSF0001111641,False,,,
7,X139,I.S. 224 - BRONX,DOE - Skilled Trades,FACILITY ENHANCEMENT,Construction,In-Progress,2024-06-14,,,,737143.0,0.0,DSF0001112161,False,,,
7,X149,I.S. 221 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL,Scope,Complete,2020-08-12,2021-01-15,12/4/2020,75640.0,90173.0,90173.0,"DSF0000961024, DSF0000954449, DSF0001003581",True,14533.0,19.213379164463245,1.0
7,X149,I.S. 221 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL,Design,Complete,2020-12-07,2021-05-10,3/17/2021,378200.0,364073.0,341345.0,"DSF0000961024, DSF0000954449, DSF0001003581",True,-36855.0,-9.744843997884717,0.0
7,X149,I.S. 221 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL,Construction,In-Progress,2022-05-23,2024-05-21,,8509501.0,7736195.0,5775103.0,"DSF0000961024, DSF0000954449, DSF0001003581",True,-2734398.0,-32.13347057600675,0.0
7,X149,I.S. 221 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL,"CM,F&E",In-Progress,2022-05-23,2024-05-21,,529480.0,292689.0,292202.0,"DSF0000961024, DSF0000954449, DSF0001003581",True,-237278.0,-44.81340182820881,0.0
7,X149,I.S. 221 - BRONX,Fast Track Projects,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,2019-07-25,,,,74638.0,73454.0,DSF0000912326,False,,,
7,X149,I.S. 221 - BRONX,DIIT - IPDVS,DIIT IPDVS SERVER REFRESH,Purch & Install,Complete,2022-12-07,,3/8/2023,,50000.0,39263.0,DSF0001034873,False,,,
7,X149,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X223 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,2023-04-14,,,,95000.0,0.0,DSF0001034085,False,,,
7,X149,I.S. 221 - BRONX,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2024-03-08,,,,588718.0,0.0,DSF0001085774,False,,,
7,X149,I.S. 221 - BRONX,DOE - Skilled Trades,FACILITY ENHANCEMENT,Construction,In-Progress,2024-02-06,,,,792811.0,0.0,DSF0001112124,False,,,
7,X151,I.S. 151 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,2021-03-12,2021-07-12,3/25/2021,4700.0,6783.0,6783.0,DSF0000960756,True,2083.0,44.31914893617021,1.0
7,X151,I.S. 151 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,2021-03-25,2021-08-17,8/25/2021,21150.0,27203.0,27203.0,DSF0000960756,True,6053.0,28.6193853427896,1.0
7,X151,I.S. 151 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,2022-06-29,2023-04-24,,272600.0,248269.0,218053.0,DSF0000960756,True,-54547.0,-20.009904622157006,0.0
7,X151,I.S. 151 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,2022-06-29,2023-04-24,,265097.0,255831.0,128488.0,DSF0000960756,True,-136609.0,-51.53170348966605,0.0
7,X151,P.S. 31 - BRONX,DOE - RESOA,FY21 RESO A LIBRARY UPGRADE,Construction,In-Progress,2022-11-09,,,,211775.0,0.0,DSF0000961499,False,,,
7,X151,P.S. 31 - BRONX,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2024-05-14,,,,503485.0,0.0,DSF0001085775,False,,,
7,X154,P.S. 154 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT,Scope,Complete,2018-07-25,2018-12-11,9/23/2019,97962.0,137528.0,137528.0,"DSF0000889382, DSF0000954548",True,39566.0,40.38913047916539,1.0
7,X154,P.S. 154 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT,Design,Complete,2019-11-06,2020-04-27,6/30/2020,481290.0,432973.0,383635.0,"DSF0000889382, DSF0000954548",True,-97655.0,-20.290261588647176,0.0
7,X154,P.S. 154 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT,Construction,In-Progress,2021-08-16,2023-05-17,,10091829.0,10029235.0,8872637.0,"DSF0000889382, DSF0000954548",True,-1219192.0,-12.080981554483335,0.0
7,X154,P.S. 154 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT,"CM,F&E",In-Progress,2021-08-16,2023-05-17,,749657.0,833150.0,799172.0,"DSF0000889382, DSF0000954548",True,49515.0,6.605020696131697,1.0
7,X154,P.S. 154 - BRONX,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,Scope,Complete,2023-03-22,2023-06-21,7/3/2023,0.0,33425.0,17592.0,DSF0001007867,False,,,
7,X154,P.S. 154 - BRONX,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,Design,Complete,2023-07-19,2023-12-20,1/22/2024,29704.0,102953.0,34614.0,DSF0001007867,True,4910.0,16.529760301642877,1.0
7,X154,P.S. 154 - BRONX,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,435661.0,435661.0,42217.0,DSF0001007867,False,,,
7,X154,P.S. 154 - BRONX,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,,,PNS,123241.0,112581.0,102263.0,DSF0001007867,False,,,
7,X155,P.S. 754 SPED - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,2023-06-15,2023-12-14,10/25/2023,200724.0,94791.0,93582.0,"DSF0001081649, DSF0001111761, DSF0001111762",True,-107142.0,-53.377772463681474,0.0
7,X155,P.S. 754 SPED - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Design,Complete,2023-11-06,2024-06-28,4/4/2024,1003619.0,223122.0,223001.0,"DSF0001081649, DSF0001111761, DSF0001111762",True,-780618.0,-77.7803130470826,0.0
7,X155,P.S. 754 SPED - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Construction,PNS,,,PNS,22581412.0,22581412.0,106695.0,"DSF0001081649, DSF0001111761, DSF0001111762",False,,,
7,X155,P.S. 754 SPED - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,"CM,F&E",PNS,,,PNS,1405066.0,1405066.0,35696.0,"DSF0001081649, DSF0001111761, DSF0001111762",False,,,
7,X155,P.S. 754 SPED - BRONX,DOE - RESOA,FY20 RESO A HYDROPONICS LAB,Construction,In-Progress,2021-03-12,,,,311942.0,0.0,DSF0000913701,False,,,
7,X155,P.S. 754 SPED - BRONX,DOE - Skilled Trades,ACE HOT WATER HEATER,Construction,In-Progress,2024-03-14,,,,156771.0,0.0,DSF0000819523,False,,,
7,X155,P.S. 754 SPED - BRONX,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,2022-09-06,,,,206250.0,0.0,DSF0001034471,False,,,
7,X155,P.S. 754 SPED - BRONX,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2023-03-25,,,,542190.0,0.0,DSF0001035169,False,,,
7,X156,CONCOURSE VILLAGE ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2024-05-03,2024-09-04,5/13/2024,4480.0,609.0,609.0,DSF0001087588,True,-3871.0,-86.40625,0.0
7,X156,CONCOURSE VILLAGE ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,2024-05-13,2025-03-12,,20162.0,20162.0,2438.0,DSF0001087588,True,-17724.0,-87.90794564031346,0.0
7,X156,CONCOURSE VILLAGE ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,,,PNS,259863.0,259863.0,0.0,DSF0001087588,False,,,
7,X156,CONCOURSE VILLAGE ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,,,PNS,48164.0,48164.0,279.0,DSF0001087588,False,,,
7,X156,CONCOURSE VILLAGE ELEMENTARY SCHOOL,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,100000.0,0.0,DSF0001086781,False,,,
7,X157,P.S. 157 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2024-04-19,2024-08-20,4/23/2024,4004.0,358.0,358.0,DSF0001087589,True,-3646.0,-91.05894105894106,0.0
7,X157,P.S. 157 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,2024-04-23,2024-10-18,,18016.0,18016.0,1434.0,DSF0001087589,True,-16582.0,-92.04040852575488,0.0
7,X157,P.S. 157 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,,,PNS,232211.0,232211.0,0.0,DSF0001087589,False,,,
7,X157,P.S. 157 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,,,PNS,47303.0,47303.0,668.0,DSF0001087589,False,,,
